train_loss	validation_loss
0.5913046479076147	0.5378671189017643
0.5149358118772507	0.5091809459474702
0.49365709006786346	0.49850871801771074
0.48069270423054694	0.48426592397374035
0.47193535989522933	0.47873021950390166
0.46544763097167013	0.4720035519623598
0.45996557420492173	0.4657545664847292
0.45519017180800436	0.4660244102509606
0.4522019433677196	0.45984223240258676
0.44852780579030516	0.4635337492685444
0.4454309477210045	0.4548251907162319
0.4418454535752535	0.4586016603653005
0.4402441092580557	0.45126874391606314
0.43816250586509703	0.4474194909168395
0.4359276062548161	0.45018702394125476
0.4343597795963287	0.44810047080579973
0.4320017290711403	0.4513273107295005
0.42996626198291776	0.4402026126913677
0.4283639765381813	0.4448479653391617
0.4272435240149498	0.4466833598961104
0.42729145641624927	0.4339365567789962
0.4250410521775484	0.44062436051321346
0.4222864423394203	0.4395650219443618
0.42061268028616905	0.4450134262541272
0.4212137990742922	0.4396855358848509
0.4196136492192745	0.4422261671909433
0.41766078950464725	0.4374495381945806
0.4175649634748697	0.43690397346651316
0.41640203502774237	0.4400428262964779
0.41660779850184915	0.44309834526074643
0.41609098185598853	0.4360337273766663
0.4141470898836851	0.432264844234416
0.4137047325819731	0.4291834935841971
0.4122820464074612	0.43453403946184954
0.4119919947385788	0.4263368301241603
0.4108809461295605	0.42820784895625336
0.409908405482769	0.4284027824930797
0.4097950809895992	0.42852368208746244
0.4091885150372982	0.4247108548682257
0.40748758338391783	0.4248016997481024
0.40774224190413955	0.4287806022048786
0.40643940687179564	0.42840942744387694
0.40726525415480136	0.424403790724988
0.40605194383859633	0.42864506209133474
0.40524679267406466	0.42655349798155145
0.4052019362002611	0.4227721911787197
0.40394183906912806	0.4244129849980209
0.40298337139189244	0.42180960476398466
0.40336176776885985	0.42667611995280186
0.4025124048143625	0.42200241225049984
0.4017016955465078	0.42292588248552865
0.4024820036292076	0.4211954105571406
0.40034896072745324	0.420302444281957
0.40103520610928534	0.4273662997989465
0.39886482103168963	0.4197280803460949
0.40005849716067315	0.42253994114746324
0.3996055415272713	0.41985386021879334
0.39893032294511793	0.41695671091411285
0.39891610366106034	0.4242300177054689
0.39840191370248795	0.4169053871702674
0.397382501333952	0.42025578154238646
0.39670068316161633	0.4223820891996093
0.3972871785759926	0.41784234404169174
0.3968505019247532	0.41798665857078227
0.39710592944920065	0.41850826065271896
0.3951571494936943	0.4194736296570064
0.39574899289011956	0.4151696370137448
0.3950784577280283	0.4134967111001741
0.3950027351528406	0.420310167188676
0.39488848128914833	0.4131849007495981
0.3939284544885159	0.41845781033402246
0.39324683134257793	0.42028098692562404
0.39351307256519796	0.41626066368147235
0.39310628290474414	0.41584981328604237
0.3928059286624193	0.4144086181525363
0.39282598090171816	0.41634567156927477
